,top_parent,second_level,third_level,fourth_level,fifth_level
6424,"Total, all occupations",Building and grounds cleaning and maintenance occupations,Grounds maintenance workers,Miscellaneous food processing workers,"Food processing workers, all other"
6425,"Total, all occupations",Building and grounds cleaning and maintenance occupations,Grounds maintenance workers,"Food and tobacco roasting, baking, and drying machine operators and tenders","Food and tobacco roasting, baking, and drying machine operators and tenders"
6426,"Total, all occupations",Building and grounds cleaning and maintenance occupations,Grounds maintenance workers,Food batchmakers,Food batchmakers
6427,"Total, all occupations",Building and grounds cleaning and maintenance occupations,Grounds maintenance workers,Food cooking machine operators and tenders,Food cooking machine operators and tenders
6428,"Total, all occupations",Building and grounds cleaning and maintenance occupations,Grounds maintenance workers,"Food processing workers, all other","Food processing workers, all other"
6429,"Total, all occupations",Building and grounds cleaning and maintenance occupations,Grounds maintenance workers,"Ambulance drivers and attendants, except emergency medical technicians","Ambulance drivers and attendants, except emergency medical technicians"
6430,"Total, all occupations",Building and grounds cleaning and maintenance occupations,Grounds maintenance workers,Driver/sales workers and truck drivers,Driver/sales workers
6431,"Total, all occupations",Building and grounds cleaning and maintenance occupations,Grounds maintenance workers,Driver/sales workers and truck drivers,Heavy and tractor-trailer truck drivers
6432,"Total, all occupations",Building and grounds cleaning and maintenance occupations,Grounds maintenance workers,Driver/sales workers and truck drivers,Light truck drivers
6433,"Total, all occupations",Building and grounds cleaning and maintenance occupations,Grounds maintenance workers,Driver/sales workers,Driver/sales workers
6434,"Total, all occupations",Building and grounds cleaning and maintenance occupations,Grounds maintenance workers,Heavy and tractor-trailer truck drivers,Heavy and tractor-trailer truck drivers
6435,"Total, all occupations",Building and grounds cleaning and maintenance occupations,Grounds maintenance workers,Light truck drivers,Light truck drivers
6436,"Total, all occupations",Building and grounds cleaning and maintenance occupations,Grounds maintenance workers,Passenger vehicle drivers,"Bus drivers, school"
6437,"Total, all occupations",Building and grounds cleaning and maintenance occupations,Grounds maintenance workers,Passenger vehicle drivers,"Bus drivers, transit and intercity"
6438,"Total, all occupations",Building and grounds cleaning and maintenance occupations,Grounds maintenance workers,Passenger vehicle drivers,Shuttle drivers and chauffeurs
6439,"Total, all occupations",Building and grounds cleaning and maintenance occupations,Grounds maintenance workers,Passenger vehicle drivers,Taxi drivers
6440,"Total, all occupations",Building and grounds cleaning and maintenance occupations,Grounds maintenance workers,"Bus drivers, school","Bus drivers, school"
6441,"Total, all occupations",Building and grounds cleaning and maintenance occupations,Grounds maintenance workers,"Bus drivers, transit and intercity","Bus drivers, transit and intercity"
6442,"Total, all occupations",Building and grounds cleaning and maintenance occupations,Grounds maintenance workers,Shuttle drivers and chauffeurs,Shuttle drivers and chauffeurs
6443,"Total, all occupations",Building and grounds cleaning and maintenance occupations,Grounds maintenance workers,Taxi drivers,Taxi drivers
6444,"Total, all occupations",Building and grounds cleaning and maintenance occupations,Grounds maintenance workers,"Motor vehicle operators, all other","Motor vehicle operators, all other"
6445,"Total, all occupations",Personal care and service occupations,Supervisors of personal care and service workers,First-line supervisors of entertainment and recreation workers,First-line supervisors of gambling services workers
6446,"Total, all occupations",Personal care and service occupations,Supervisors of personal care and service workers,First-line supervisors of entertainment and recreation workers,"First-line supervisors of entertainment and recreation workers, except gambling services"
6447,"Total, all occupations",Personal care and service occupations,Supervisors of personal care and service workers,First-line supervisors of gambling services workers,First-line supervisors of gambling services workers
6448,"Total, all occupations",Personal care and service occupations,Supervisors of personal care and service workers,"First-line supervisors of entertainment and recreation workers, except gambling services","First-line supervisors of entertainment and recreation workers, except gambling services"
6449,"Total, all occupations",Personal care and service occupations,Supervisors of personal care and service workers,First-line supervisors of personal service workers,First-line supervisors of personal service workers
6450,"Total, all occupations",Personal care and service occupations,Supervisors of personal care and service workers,First-line supervisors of retail sales workers,First-line supervisors of retail sales workers
6451,"Total, all occupations",Personal care and service occupations,Supervisors of personal care and service workers,First-line supervisors of non-retail sales workers,First-line supervisors of non-retail sales workers
